song_id,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
deam_18,24.912449,0.2991387,18.955128,22.011307,32.957874,14.002747,148.4537,141.87271,91.05986,84.478676,1.6490402,0.25546068,1.30639,1.660636,1.9942876,0.68789756,9.634696,6.0644517,3.7918487,2.4829023,0.07493076,1.7216076,1.2868109,0.6221274,0.893916,4.460806,6.913524,1.61634,22.206984,0.41300812,441.82632,0.36517343,1204.7797,0.16011104,-5.332276,-3.1780887,1424.8275,0.1733594,-14.439838,-1.0570986,2570.2874,0.09040469,-22.770355,-0.625999,-12.304658,-0.3129757,19.896065,0.28247762,0.009002458,3.3708646,-0.020200573,-0.42263433,-10.65537,17.890684,0.010481868,-0.015785635,2.308546,0.22227162,4.4649997,4.632855,0.02,0.0
deam_19,19.736612,0.3149282,13.060584,18.036661,25.021227,11.960643,202.66396,305.4029,92.84952,131.98694,3.525474,0.2485133,2.8384,3.3513014,4.1212463,1.2828465,14.796477,12.263703,6.4499598,4.7549305,0.09667381,1.6323489,1.3241534,0.63726676,-2.042476,-1.3920755,4.49179,4.2459455,13.552222,0.9655426,489.55624,0.3035313,1305.6099,0.14214163,-18.837172,-2.2069867,1416.6919,0.13651063,-24.32885,-1.641137,2361.8096,0.10113868,-28.778015,-1.3492191,-11.065705,-0.3486157,18.472609,0.27506238,-0.031754013,-0.9109985,-0.019139396,-0.4266906,-9.252353,16.097946,-0.031104624,-0.017638316,1.8880497,1.4457296,0.64199996,0.9841859,0.046571426,0.048869666
deam_20,29.885769,0.52674055,15.113451,20.03716,48.19915,33.0857,470.2059,738.98865,154.73239,261.90726,2.7722087,0.53672093,1.5354372,2.3164623,3.9948413,2.459404,51.85395,30.496939,13.781681,10.079506,0.05317205,1.9985051,1.561041,0.7604081,0.33443582,15.537798,3.1842563,4.689772,8.117301,1.8575349,574.90656,0.45601404,1146.47,0.23024498,-58.04058,-1.3247684,1597.6185,0.1721859,-50.30532,-1.3446846,2567.8042,0.12062062,-49.629482,-1.3705268,-8.05298,-0.92063224,12.793489,0.69348115,-0.03255108,-1.2802626,-0.02259837,-0.49059436,-9.490306,15.299484,-0.045101993,-0.021484155,2.598845,2.8692172,0.27302325,0.25532958,0.0687,0.05730016
deam_21,28.217163,0.22521774,21.216972,29.83036,29.873978,8.657005,179.4851,172.21024,71.48356,71.14495,3.6242182,0.24501568,2.8925748,3.6665313,4.363769,1.4711943,36.688824,16.0228,9.437047,3.4235723,0.0636043,1.9191507,1.3241979,0.58680004,1.2603363,2.714349,2.7847552,3.1019378,17.208586,0.50475824,628.4435,0.42548907,1309.2554,0.15460072,-0.6672252,-19.919764,1615.3749,0.23749414,-8.980054,-1.3207914,2697.3062,0.14321715,-14.57851,-0.8217128,-10.41415,-0.34859487,18.094652,0.28955543,0.0315479,0.7395931,-0.020147221,-0.38075432,-15.070113,21.86592,0.03159452,-0.01650807,4.0621533,0.13336298,7.4649997,11.057814,0.02,0.0
deam_22,21.156153,0.3371599,16.628492,17.269705,24.150833,7.522341,159.6686,175.61952,124.004814,141.0827,2.464124,0.3342141,1.8349922,2.6517076,3.1165903,1.2815981,12.37495,7.313839,5.171148,2.8838863,0.08868235,1.4166111,1.3952914,0.6181287,-1.5955042,-2.2049537,2.2357612,7.38868,13.095247,1.1153147,617.9256,0.37485304,1326.2017,0.1521817,-33.614433,-1.8341483,1602.4668,0.16812943,-38.01962,-1.5384816,2565.397,0.13032225,-40.34497,-1.4352978,-10.239168,-0.41579688,17.384558,0.4348864,-0.01845423,-1.6526414,-0.014289357,-0.593853,-7.3378963,13.19822,-0.026313104,-0.013963764,2.598845,1.6681495,0.5161333,0.8769064,0.07666666,0.07112586
deam_24,29.916069,0.34487206,21.503647,26.494568,40.12451,18.620865,181.15277,176.52254,147.29112,181.59378,2.984438,0.26736444,2.3072262,2.8761873,3.5555007,1.2482746,21.014643,14.221077,8.107835,6.1991,0.059704438,1.7250055,1.0714213,0.72552776,2.8150537,1.44456,7.271626,1.877209,13.606496,0.9547994,741.4503,0.3971618,1139.6198,0.2327611,-14.57594,-2.4420774,1821.7965,0.19077183,-22.663095,-1.4159828,2833.2344,0.12296556,-24.302889,-1.311587,-10.796859,-0.60528505,18.027645,0.45290586,0.030645434,1.1615936,-0.017828403,-0.58999395,-6.0709004,12.483416,0.020109324,-0.013648981,2.5083241,0.7779507,1.2351428,1.2650813,0.03730769,0.018513547
deam_25,22.730291,0.27034596,20.718859,21.656868,22.419216,1.7003574,179.0358,251.9259,187.71652,373.57498,3.0472226,0.32660687,1.9746757,3.0984507,4.054844,2.0801682,20.920134,14.276448,10.466201,8.514022,0.06328919,1.2614564,1.3782415,0.64845276,0.33892548,9.0091,6.5642977,2.5185385,6.052904,2.061658,620.8154,0.42085883,1087.3094,0.2350446,-61.467426,-1.1582853,1620.9509,0.16790746,-60.687378,-1.1408514,2584.7935,0.12414601,-59.671314,-1.1625453,-9.418723,-0.6649465,16.389591,0.45031857,-0.053394195,-0.5847773,-0.009140883,-0.9059584,-2.507942,8.386417,-0.036982216,-0.0047530136,2.9522753,2.467215,0.30837837,0.8646924,0.09255555,0.08407088
deam_31,20.91788,0.45965055,14.937546,17.205906,22.978907,8.041361,185.91946,245.35582,135.32912,135.13762,2.1378658,0.35394594,1.4624481,2.1080892,2.682311,1.2198629,21.318386,15.503981,7.1842585,4.9338837,0.072173186,1.5159292,1.3525034,0.8013399,-0.7783099,-5.242884,9.495414,2.3857324,16.193266,0.9057103,660.47327,0.39336348,1127.3464,0.22485968,-45.86615,-1.4320576,1666.1298,0.20806246,-45.966747,-1.3720095,2739.3857,0.14523926,-50.24383,-1.2153002,-10.185585,-0.6675526,18.474014,0.3752598,-0.06299693,-0.6250802,-0.0025967704,-5.1631255,-9.46374,17.674166,-0.07389768,-0.0020130696,2.4877832,1.9572954,0.42261362,0.69327366,0.09566666,0.1055046
deam_32,37.012295,0.16014929,35.654247,38.930836,39.204082,3.5498352,177.43152,209.9887,107.21155,240.38354,4.8789744,0.34671703,3.4404163,4.2610703,6.544765,3.1043487,27.12905,18.826727,12.662879,8.693925,0.037148412,1.8796879,1.1470358,0.5039683,1.8509071,2.1964996,1.3995285,6.5357876,1.5940211,5.90167,689.7518,0.34505686,1185.3604,0.18839213,-10.926953,-3.4163404,1684.4224,0.18219942,-7.566508,-4.216406,2606.0215,0.11382834,-9.093754,-3.488489,0.8923679,4.4295135,7.082531,0.8682769,0.00981575,3.103383,-0.007261976,-1.4830467,3.9847636,9.258737,0.01461823,0.004676128,1.4660151,0.5560498,1.7352,1.823206,0.05368421,0.02776035
deam_35,33.134197,0.31396285,20.176807,37.044003,43.58536,23.408554,241.09805,214.63808,109.058556,107.334114,3.2652729,0.41871205,1.9095075,3.263178,4.5167146,2.607207,44.30463,23.646545,20.47965,13.990894,0.07412108,1.8191699,1.344898,0.66622186,3.78393,1.3675277,7.969691,1.2564217,19.53063,0.6229582,601.73,0.43709797,1273.1228,0.18218324,-16.222052,-1.8146038,1564.6606,0.21398006,-19.191694,-1.2664049,2669.3433,0.1510024,-26.550644,-0.8693338,-11.938116,-0.6985831,22.567799,0.41802,0.0030883402,11.37697,-0.012197477,-1.1205454,-8.221201,18.36914,-0.0022111346,-0.0032819496,3.8862982,0.5560498,1.76,1.778577,0.033,0.014866068
deam_37,22.591108,0.28005075,17.239641,22.727911,26.231848,8.992207,244.16191,309.4093,137.38333,132.72546,2.9964125,0.2107269,2.4589276,2.968134,3.5106263,1.0516987,20.55791,15.092645,11.350087,8.493983,0.1071867,1.4935724,1.3160852,0.65307516,-0.10449252,-34.77897,4.5437517,3.3259296,8.817778,1.0743549,536.4686,0.37455413,1206.5277,0.18424816,-44.331005,-1.4520938,1542.8767,0.14053197,-46.485504,-1.3165737,2469.406,0.111270934,-46.2978,-1.3236859,-9.649031,-0.39196733,16.47501,0.2934325,-0.031012546,-0.88491184,-0.016365135,-0.51975566,-6.2601576,12.376991,-0.018451262,-0.013131815,2.9542425,2.3354094,0.3525714,0.39223906,0.068414636,0.05399796
deam_39,46.30679,0.22498366,38.028774,50.09133,55.12504,17.096264,272.61365,337.17905,112.94389,175.7565,4.858178,0.22325918,4.106446,4.8784027,5.7481775,1.6417317,24.368189,13.662816,12.227916,7.869683,0.040640593,1.6448891,1.3359798,0.43591616,0.87352127,5.5490727,4.7243123,2.4751103,4.8820543,1.9903041,687.70374,0.41657963,999.4007,0.25716063,-80.79887,-1.1499883,1697.7312,0.20225745,-43.990097,-1.7054553,2671.8225,0.14347325,-43.612076,-1.6955451,2.7319891,2.0966558,6.217007,0.9296184,0.01942213,1.7830096,-0.004649953,-2.897598,-1.3506414,7.2575397,0.018216558,-0.00982007,3.1520534,3.0895755,0.2466187,0.31482682,0.06495798,0.04663236
deam_40,22.216614,0.2979661,16.039831,21.242031,27.656204,11.616373,168.63538,172.01706,87.98429,85.90903,1.782134,0.48657432,0.9968879,1.6169125,2.4785688,1.4816809,13.3988285,9.268831,4.950315,3.3395479,0.0775486,1.7016808,1.4326499,0.65602607,-0.29468104,-12.657668,4.547513,2.756112,20.03829,0.4915505,547.00183,0.4251026,1332.9763,0.17513458,-14.734989,-2.3305244,1528.2397,0.17804913,-22.86888,-1.396237,2513.297,0.13044378,-27.298182,-1.1363637,-14.772971,-0.31826615,23.400969,0.2391658,-0.01091319,-2.6369183,-0.021443432,-0.45888928,-12.767284,20.780989,-0.028289732,-0.011652009,1.7099712,0.7115855,1.3521875,1.3983737,0.05111111,0.037400074
deam_41,23.28561,0.28447962,16.13564,21.356762,30.91141,14.77577,201.89613,221.19875,174.68684,254.4527,3.3775508,0.12347677,3.072957,3.3990657,3.7055259,0.63256884,11.2587185,6.872094,5.3887315,2.9184408,0.104088806,1.3917053,1.3588002,0.5903907,-2.2145905,-1.0618762,1.0600454,14.00585,11.69782,1.2218932,541.2918,0.42020774,1294.1433,0.12475664,-29.270096,-2.053375,1519.8695,0.15795043,-32.84589,-1.7072326,2480.3867,0.11258695,-35.493687,-1.5562098,-7.9383683,-0.3274262,14.30945,0.2771389,0.0073117297,3.1480417,-0.01519153,-0.44893354,-6.553333,12.77716,0.012235577,-0.012916363,2.7543314,2.913701,0.29122135,0.31116384,0.043103445,0.035341047
deam_42,18.501509,0.2699988,14.335674,17.112858,22.186628,7.850954,167.55345,139.7568,138.54387,198.92741,2.9053297,0.15875809,2.5140278,2.7549162,3.3760924,0.8620646,8.245343,6.3894606,5.703446,5.5346856,0.11981197,1.2248048,1.4537604,0.64437425,-3.4270198,-0.7620303,6.659394,2.6242766,14.003226,0.77800596,587.8405,0.3834017,1316.6753,0.14460704,-51.350815,-1.398164,1540.3148,0.17779242,-52.816845,-1.3226099,2540.7214,0.110940754,-56.21776,-1.2137654,-8.610656,-0.33964947,16.894379,0.24009247,-0.044236418,-0.5404327,-0.009478618,-0.6263869,-7.780745,15.642487,-0.04526188,-0.009262713,2.0657485,3.469751,0.21814102,0.2901631,0.062083334,0.048233736
deam_43,18.57093,0.38676205,15.815294,16.543158,18.572079,2.7567844,211.61128,286.6915,156.42937,240.85883,7.2248507,0.11965933,6.5548167,7.1735296,7.9021673,1.3473506,30.20039,19.883615,20.279396,14.793148,0.05161227,1.3528636,0.45933846,0.9906068,-1.9096633,-1.1383752,13.480076,1.5743273,12.005015,0.7644287,540.3375,0.1929234,1176.6956,0.19432044,-55.016384,-1.2813582,1417.7141,0.11477357,-52.04505,-1.3453156,2354.6362,0.07665359,-55.751617,-1.2244909,-6.6961517,-0.38828477,15.737461,0.21716073,-0.07213306,-0.3175832,-0.008758439,-0.7822754,-5.692032,14.628919,-0.06709597,-0.007578028,3.5984006,3.625445,0.2069325,0.18831289,0.056617644,0.05552185
deam_44,27.647697,0.24904734,20.58791,29.329502,34.18471,13.596802,184.22897,132.97105,109.853806,127.52921,2.15496,0.24075472,1.7219998,2.1019294,2.557073,0.83507335,20.274237,11.71817,10.921512,5.4293075,0.074587494,1.6560215,1.3674842,0.5665956,1.2873495,3.0271134,-7.9934254,-2.9987912,7.422994,2.792127,469.1792,0.33972943,1296.9691,0.13808078,-10.582507,-1.8466774,1402.5844,0.15668254,-16.55225,-1.0398347,2436.2441,0.11279373,-24.570087,-0.69128484,-12.446077,-0.40330836,21.64047,0.36499605,0.007206435,4.5878124,-0.022825327,-0.46129215,-6.170403,15.029944,0.010159496,-0.0075701606,4.509107,0.20026703,4.945555,6.137598,0.041999996,0.021354156
deam_45,26.411667,0.40037045,17.557083,25.512806,31.829788,14.272705,239.50267,433.2686,153.21075,374.46567,5.3886003,0.20042968,4.4071302,5.4463925,6.4022455,1.9951153,18.202797,11.582381,13.678795,10.8054085,0.09018257,1.4255999,1.034974,0.67797536,-0.5177318,-8.08246,0.011976372,1737.5415,5.9069467,3.3166792,536.96136,0.32809535,1258.0323,0.23149447,-30.144478,-1.9903741,1523.8423,0.12671606,-32.847347,-1.6961943,2411.8955,0.09699021,-33.452225,-1.645547,-8.310558,-0.56813645,14.619608,0.40847737,-0.020527573,-1.5096697,-0.017976275,-0.43651363,-5.715774,11.496215,-0.028651372,-0.013894098,3.018868,1.8448545,0.47228914,0.5761427,0.061562497,0.05078197
deam_46,23.751478,0.33063355,16.652905,23.10969,29.12467,12.4717655,238.75261,308.95453,144.99062,174.02338,2.1284049,0.4445277,1.2593521,2.0463572,2.9014409,1.6420888,22.785843,11.963949,14.197803,9.0226755,0.1052092,1.4183027,1.6551375,0.6329857,-0.32055557,-12.893256,6.8640327,3.222538,17.051947,0.80012226,682.9836,0.43717346,1222.2738,0.2185043,-30.362822,-1.9617625,1697.2784,0.18170796,-35.503128,-1.5620203,2679.1294,0.12585096,-39.04376,-1.3876724,-12.313851,-0.6121571,19.005453,0.48519623,0.007692537,5.141213,-0.015299718,-0.85122204,-9.696964,16.11175,-0.020136802,-0.01129374,3.6872501,2.4471636,0.3520909,0.28732342,0.045731705,0.028628428
deam_47,16.94341,0.2531454,13.983946,15.145283,19.041958,5.058012,132.41367,154.40051,106.04614,332.75662,2.404555,0.23308118,1.9421992,2.3980255,2.8997788,0.9575796,15.901667,8.137516,9.759765,6.0052824,0.06748514,1.6910801,1.3019474,0.6923929,-1.3049494,-2.2475762,3.8375688,5.665564,13.369405,1.4427152,577.0142,0.42852068,1279.5188,0.17344907,-23.21389,-1.9780892,1593.8905,0.16047029,-29.104338,-1.5011358,2536.8438,0.115985736,-28.884483,-1.5161558,-11.295174,-0.3969405,18.100056,0.3354277,-0.048328232,-0.5759511,-0.014456211,-0.5072075,-11.394811,17.95984,-0.06274524,-0.014942431,3.9093735,1.5791816,0.57802814,0.600656,0.04653061,0.04216349
deam_48,18.324114,0.24138165,15.137366,17.941872,21.065899,5.9285326,129.27899,134.91577,145.80025,198.34468,2.3525765,0.21756747,1.8758231,2.307321,2.856596,0.98077285,11.995974,6.778503,5.1859784,2.6380422,0.09664238,1.2514457,1.5834016,0.72522587,-3.307874,-0.7006256,4.0420814,3.5142026,9.308168,1.0823036,583.9974,0.49204832,1217.9642,0.16674484,-57.04448,-1.3423201,1602.8556,0.16278252,-59.324448,-1.2337421,2544.613,0.115079455,-57.84721,-1.2782904,-7.8804836,-0.3451997,11.87398,0.30619258,-0.025292927,-0.9550737,-0.012877264,-0.5636221,-6.5955315,10.630506,-0.0218933,-0.011796229,2.732119,3.625445,0.19969326,0.24836254,0.071639344,0.06309452
