song_id,lowlevel.melbands_kurtosis.mean,lowlevel.melbands_skewness.mean,lowlevel.spectral_energy.mean,lowlevel.zerocrossingrate.mean,rhythm.beats_loudness.mean,rhythm.onset_rate,tonal.chords_strength.mean,tonal.hpcp_entropy.mean,tonal.key_edma.strength,tonal.key_temperley.strength,lowlevel.gfcc.mean_0,lowlevel.gfcc.mean_1,lowlevel.gfcc.mean_2,lowlevel.gfcc.mean_3,lowlevel.gfcc.mean_4,lowlevel.gfcc.mean_5,lowlevel.gfcc.mean_6,lowlevel.gfcc.mean_7,lowlevel.gfcc.mean_8,lowlevel.gfcc.mean_9,lowlevel.gfcc.mean_10,lowlevel.gfcc.mean_11,lowlevel.gfcc.mean_12,lowlevel.mfcc.mean_0,lowlevel.mfcc.mean_1,lowlevel.mfcc.mean_2,lowlevel.mfcc.mean_3,lowlevel.mfcc.mean_4,lowlevel.mfcc.mean_5,lowlevel.mfcc.mean_6,lowlevel.mfcc.mean_7,lowlevel.mfcc.mean_8,lowlevel.mfcc.mean_9,lowlevel.mfcc.mean_10,lowlevel.mfcc.mean_11,lowlevel.mfcc.mean_12,rhythm.beats_loudness_band_ratio.mean_0,rhythm.beats_loudness_band_ratio.mean_1,rhythm.beats_loudness_band_ratio.mean_2,rhythm.beats_loudness_band_ratio.mean_3,rhythm.beats_loudness_band_ratio.mean_4,rhythm.beats_loudness_band_ratio.mean_5,tonal.chords_histogram_0,tonal.chords_histogram_1,tonal.chords_histogram_2,tonal.chords_histogram_3,tonal.chords_histogram_4,tonal.chords_histogram_5,tonal.chords_histogram_6,tonal.chords_histogram_7,tonal.chords_histogram_8,tonal.chords_histogram_9,tonal.chords_histogram_10,tonal.chords_histogram_11,tonal.chords_histogram_12,tonal.chords_histogram_13,tonal.chords_histogram_14,tonal.chords_histogram_15,tonal.chords_histogram_16,tonal.chords_histogram_17,tonal.chords_histogram_18,tonal.chords_histogram_19,tonal.chords_histogram_20,tonal.chords_histogram_21,tonal.chords_histogram_22,tonal.chords_histogram_23
deam_18,18.403812408447266,2.9206042289733887,0.0307136978954076,0.0493827834725379,0.0619677454233169,2.59529709815979,0.5178875923156738,1.7688459157943726,0.7395236492156982,0.7240370512008667,-15.824548,116.224785,-103.78834,39.11944,-84.579285,6.826005,-30.761278,-2.9005063,-23.19095,-2.0044415,-8.207935,-13.005441,-16.909393,-656.94592,135.51439,28.864187,27.250734,-18.39567,5.4921346,-2.4766619,-0.40909806,-14.721213,6.5046163,-0.90745729,2.0044537,-3.7008817,0.5009506,0.20819682,0.20590736,0.04288827,0.01368292,0.06523433,46.090534,0.0,18.106997,1.2345679,5.144033,6.584362,0.0,14.09465,0.0,5.3497944,2.0576131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144033,0.82304525
deam_19,12.865035057067873,2.689170837402344,0.0457122921943664,0.0431652180850505,0.0932172760367393,2.464108943939209,0.5666928291320801,1.852422118186951,0.5541355609893799,0.5750318169593811,6.967211,134.33936,-111.12643,17.820984,-42.461258,7.3924203,-33.828873,13.337308,-26.889395,2.3831162,-16.833725,-7.024673,-9.771959,-643.60626,173.83908,-8.4183016,21.197979,8.4828024,-1.5350881,6.3303266,1.6958646,1.6503904,7.6168766,-7.0853319,0.53431439,-1.3759905,0.7870388,0.06998659,0.06513657,0.04825687,0.02885619,0.01958147,7.1060762,0.0,37.487125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5015447,2.7806385,1.1328527,0.0,1.853759,0.0,8.341915,4.6343975,0.8238929,32.337795,0.0
deam_20,17.9942684173584,2.8935041427612305,0.0088021894916892,0.0693158134818077,0.0177357569336891,3.818258762359619,0.4349858164787292,1.831878662109375,0.6188811659812927,0.6270982623100281,-77.49758,86.64485,-100.63067,35.438107,-40.650253,-1.4166957,-43.522427,13.364905,-23.987906,4.8005333,-21.3979,-0.21633022,-18.565174,-734.6269,123.78407,2.7489002,40.65853,16.462914,-3.7201648,-4.758767,1.5753739,-0.92626625,3.619253,1.4314973,-3.232741,-1.9182845,0.48334476,0.11732791,0.10506267,0.0517046,0.15881544,0.11825255,12.873326,1.1328527,9.474769,0.0,0.0,0.20597322,3.0895984,0.30895984,0.0,0.0,0.0,0.0,0.10298661,0.0,0.41194645,2.0597322,0.0,1.0298661,1.2358394,45.726055,6.282183,3.5015447,11.328527,1.2358394
deam_21,9.134366989135742,2.228404998779297,0.0288721695542335,0.041275355964899,0.0358957238495349,5.079684257507324,0.5126577615737915,1.2366540431976318,0.7070733308792114,0.72202068567276,-12.395488,122.05283,-123.34186,9.896571,-80.55523,-5.169153,-41.670826,-4.339297,-36.841766,-10.4377775,-18.924301,-2.0505872,-14.025862,-655.52911,157.15384,0.57749766,14.896739,-21.319487,-7.2220216,-8.5315571,-0.016161716,-15.993333,-10.751618,-11.674817,-2.5985622,-4.1919379,0.2289599,0.35518333,0.2699024,0.11090401,0.02836047,0.02009021,32.098766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.102882,0.0,0.0,0.0,0.0,7.4074073,10.390946
deam_22,14.243133544921877,2.7790544033050537,0.0270364787429571,0.0401069857180118,0.0442806147038936,3.0634868144989014,0.4763537049293518,2.2024118900299072,0.6224662661552429,0.6484149694442749,-37.28529,140.99275,-122.926346,24.371035,-41.849777,0.86317104,-40.012344,6.6198916,-25.986084,-8.24192,-10.332174,-7.8255725,-1.1760299,-679.82269,171.21687,-15.81659,26.567633,15.283104,-5.6571021,4.7218571,-0.66919339,0.60786754,-5.1292229,-3.3230402,-10.114039,3.971868,0.5297892,0.401752,0.09683191,0.05632989,0.06287618,0.02323173,30.484037,0.6179197,8.444902,8.032956,5.2523174,23.37796,0.0,13.182286,0.0,0.0,1.7507724,1.7507724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1060762,0.0,0.0,0.0
deam_24,16.703575134277344,2.591225862503052,0.0258769337087869,0.0436302684247493,0.0368129163980484,3.1054837703704834,0.5041438341140747,1.6390143632888794,0.6726781129837036,0.6623373031616211,-22.305449,95.94987,-120.98354,25.421104,-66.109436,-12.5300045,-32.734962,-1.772935,-23.779964,-1.1931561,-14.13758,4.6425176,-19.616737,-665.850708,127.554924,-5.0531106,33.4948502,-13.8141203,-3.07477736,-9.13512802,-0.0511811934,-10.9107132,-6.84805298,-5.29016733,-1.60375416,3.35300326,0.3409203,0.26356348,0.21896647,0.11325063,0.0888328,0.02912116,44.135803,4.423868,8.436214,0.0,0.0,0.0,0.0,0.0,0.5144033,0.0,0.0,0.0,0.0,1.7489712,0.0,4.3209877,0.9259259,13.477366,0.0,4.835391,4.012346,0.0,9.36214,3.8065844
deam_25,35.46503829956055,4.122219562530518,0.0323905348777771,0.056966733187437,0.0356891900300979,3.660034418106079,0.4318286776542663,2.321485996246338,0.4847822785377502,0.4753297567367553,13.150318,85.8199,-119.15375,56.53277,-36.40888,11.378703,-24.66992,10.457898,-20.819439,2.5536544,-22.221188,4.69991,-13.98711,-628.13086,110.59892,-12.007726,49.878696,10.575664,15.387375,4.5058026,11.439593,9.495597,-0.91129386,1.3746035,3.4743133,-3.2153664,0.5893441,0.12573826,0.06966531,0.0827437,0.11887456,0.06889978,9.567902,3.8065844,5.3497944,6.687243,5.761317,6.4814816,0.0,2.0576131,0.41152263,0.0,5.2469134,1.5432099,9.36214,0.82304525,19.032923,10.390946,0.0,2.7777777,0.0,0.61728394,3.6008232,5.452675,1.0288066,0.0
deam_31,34.17782974243164,3.967561006546021,0.0265499278903007,0.0568557120859622,0.0606325417757034,3.174482583999634,0.4771787226200104,1.8674976825714111,0.4703007042407989,0.454606145620346,-36.09275,94.584335,-100.86548,51.772884,-52.535313,36.306236,-33.99382,0.26864323,-26.502474,-2.7048771,-12.5181265,-1.5343888,-5.810154,-679.71558,112.11751,22.057724,24.089344,13.960677,26.547319,10.425646,7.6876111,-0.31973368,-3.7130411,-3.4186313,-0.72100192,2.6144779,0.64212567,0.1702936,0.07534719,0.05955533,0.02901369,0.05053653,12.77034,13.594233,21.421215,0.0,5.870237,2.7806385,4.222451,0.20597322,0.9268795,0.0,0.0,0.0,0.10298661,2.1627188,11.0195675,0.10298661,0.0,0.0,0.9268795,1.0298661,2.4716787,4.9433575,8.959835,6.4881563
deam_32,0.5685464143753052,0.5542595386505127,0.0161274932324886,0.0640740245580673,0.0314455926418304,1.8425318002700808,0.5290908813476562,1.6483309268951416,0.656803548336029,0.6354691386222839,-100.23893,150.9093,-193.31456,4.617895,-27.507074,-14.395809,-31.582401,-5.5623956,-20.740192,-24.052877,-6.712921,-5.4924507,-8.116499,-725.5332,183.09677,-87.10198,19.259127,5.4890723,-5.5186,-3.429766,11.957383,-11.844266,-7.5993996,-12.417566,5.8764415,-6.952803,0.0371961,0.07065099,0.15182115,0.40814003,0.3592912,0.00960785,44.69619,33.264675,0.10298661,0.0,0.0,1.5447992,7.9299693,0.0,0.0,0.30895984,0.0,1.1328527,0.10298661,0.0,0.0,1.2358394,0.0,5.046344,0.0,0.0,0.0,0.0,0.0,4.6343975
deam_35,21.74570846557617,2.89969253540039,0.0200802870094776,0.0387215577065944,0.0233856663107872,4.947866439819336,0.6453255414962769,1.3945305347442627,0.7446350455284119,0.7044808864593506,-79.87325,115.26522,-110.36182,19.497272,-71.30777,8.981955,-40.241627,-9.9358015,-31.549955,2.9261384,-11.943993,-8.015186,-10.743249,-729.599243,144.81662,13.1611261,15.3983335,-6.70115566,11.1543503,-1.14709473,-13.6680355,-12.3328915,-4.19075584,-6.41730118,1.4954083,-0.479620785,0.29933164,0.30810937,0.24015094,0.13633183,0.02954588,0.02507922,71.50206,23.765432,0.0,0.0,0.0,0.0,0.5144033,0.0,1.0288066,0.10288066,2.0576131,0.9259259,0.0,0.0,0.0,0.0,0.0,0.0,0.10288066,0.0,0.0,0.0,0.0,0.0
deam_37,15.527029037475586,3.107672691345215,0.0328899957239627,0.0456415936350822,0.0346484333276748,3.3742752075195312,0.5244360566139221,2.196039915084839,0.6896414160728455,0.6811943054199219,8.500937,107.22049,-121.07244,34.71713,-38.44019,-3.1379254,-26.47244,11.220831,-22.377407,0.85311764,-22.342922,-2.455451,-16.39807,-634.87671,140.34245,-19.39892,41.378899,5.3183289,-0.30634654,3.5914392,3.9266517,6.9756932,0.81117958,-2.5068259,3.3271236,0.56547278,0.51204395,0.1826484,0.17489149,0.07395872,0.07778332,0.04557195,58.805355,4.6343975,6.591143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0597322,0.0,0.0,0.0,1.338826,0.0,19.052523,2.4716787,0.0,4.3254375,0.72090626
deam_39,1.8957815170288088,0.8629896640777588,0.0165437292307615,0.0826691314578056,0.0236583314836025,3.549124240875244,0.4871553480625152,2.1934196949005127,0.5382320880889893,0.5652055144309998,-32.310726,85.36899,-185.06787,38.56707,-63.51008,1.5190092,-39.042374,1.1766473,-24.732866,-4.454641,-8.698412,-14.681267,-11.064674,-649.82172,99.459419,-50.819099,26.293564,-8.3465347,-3.4102299,-2.8327708,-5.2818203,-8.4412289,0.10490765,-1.3400505,3.6123834,-4.9409471,0.14327249,0.18975,0.18818137,0.24013224,0.19658822,0.09280741,8.744856,1.0288066,16.255144,0.9259259,5.2469134,12.44856,8.230453,3.7037036,0.0,0.0,2.8806584,0.0,0.7201646,0.0,4.1152263,1.4403292,0.0,0.0,0.0,22.325104,3.909465,5.2469134,0.0,2.7777777
deam_40,19.95730972290039,2.901165723800659,0.0203140322118997,0.0315416604280471,0.0284006539732217,2.9287819862365723,0.50627201795578,1.70314621925354,0.7281076312065125,0.7409741282463074,-82.40642,141.73381,-101.24608,28.894053,-55.31269,2.556282,-35.85907,-1.0449965,-19.111258,-5.4971437,-17.620901,-9.563071,-9.434577,-728.61676,169.006,11.844758,29.51017,3.3061314,4.7376237,-5.6060133,-0.26816297,0.32142398,0.34694463,-3.8284919,-3.9835038,-0.85132015,0.56117636,0.22472437,0.19871204,0.03843661,0.01926108,0.01903506,14.300411,17.18107,6.0699587,6.3786006,0.0,7.304527,0.61728394,5.3497944,0.9259259,14.814815,0.20576131,0.7201646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679,0.0,7.4074073,17.489712
deam_41,6.994768142700195,2.1941463947296143,0.0308911390602588,0.0399708896875381,0.0420261174440383,3.6184661388397217,0.5301414728164673,2.1439828872680664,0.7075369358062744,0.6848375201225281,-6.009574,143.58156,-142.71007,20.146227,-52.172676,-3.8710358,-48.98941,-1.8083153,-23.280148,-7.597576,-12.544611,-14.94458,-7.3388324,-638.79047,169.95242,-26.14541,20.286427,7.541004,-5.828577,-7.3433833,-8.226489,-7.8165164,-0.7702371,-4.5555563,-6.4930468,-5.4679203,0.4279964,0.4009474,0.17859952,0.08222678,0.06260011,0.01318928,38.105045,3.3985581,51.90525,1.4418125,0.0,0.0,0.0,2.5746653,0.0,1.853759,0.0,0.0,0.72090626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deam_42,11.48243522644043,2.790233612060547,0.0320160016417503,0.0399477444589138,0.0397803746163845,2.7082998752593994,0.5320913791656494,2.424125909805298,0.6092740893363953,0.604666531085968,0.27640745,132.44745,-126.64412,33.97284,-39.699474,13.178485,-38.026386,7.64791,-23.440884,-2.627494,-8.290999,-7.095089,-13.45832,-637.8548,157.84572,-16.52505,26.424484,16.44399,6.0756855,4.918495,5.738551,-6.6205096,2.4203072,4.542898,-2.6063964,1.3797041,0.52709574,0.30963477,0.08659795,0.064206,0.03951211,0.02475258,48.815655,4.6343975,31.204943,0.0,3.2955716,0.10298661,3.0895984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5746653,0.0,2.9866118,0.0,1.0298661,0.0,2.2657053
deam_43,5.917142391204834,2.1957006454467773,0.0689820349216461,0.0421101711690425,0.0779121145606041,2.552905559539795,0.4663725197315216,2.0633277893066406,0.6817517876625061,0.69731205701828,43.061264,140.36264,-145.59154,39.989365,-37.760796,25.724361,-18.899738,6.1436567,-12.326436,-7.014533,-8.575216,-3.2419832,-7.0238366,-586.539,157.11089,-29.626511,25.425264,6.0141377,21.28549,6.2105799,19.853598,2.6834724,5.5317607,2.2597814,2.1352246,0.15373971,0.53393406,0.07861038,0.09382063,0.15960455,0.08567496,0.06904151,10.092688,0.0,16.477858,0.0,0.20597322,0.0,0.0,0.0,0.10298661,0.30895984,0.0,0.6179197,0.0,1.5447992,0.0,7.7239957,3.3985581,27.291452,4.222451,6.69413,5.6642637,1.2358394,11.5345,2.883625
deam_44,10.375676155090332,2.1423935890197754,0.0322021283209323,0.033417958766222,0.0382249504327774,5.549794673919678,0.4890826940536499,1.782058835029602,0.7443103790283203,0.7724677324295044,-38.50581,131.30711,-110.57807,10.819006,-69.95841,1.0289994,-40.198895,2.5454247,-23.894484,0.23345482,-12.448989,-12.440868,-17.012556,-686.45184,165.59981,9.11274,12.530864,-7.6307497,-4.826102,-6.0350466,-7.5132947,-10.071651,2.854343,2.8514895,-1.2827144,-1.4395145,0.37645322,0.21670681,0.28025395,0.10868507,0.05152797,0.02643362,36.76622,0.9268795,3.5015447,0.0,0.9268795,7.9299693,1.9567456,11.84346,0.0,2.677652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41194645,0.0,0.0,0.0,8.444902,24.6138
deam_45,5.666150093078613,1.5435482263565063,0.0369345992803573,0.0380419380962848,0.0325869135558605,2.1738386154174805,0.4793387651443481,2.057408094406128,0.5425316095352173,0.5861101150512695,-50.086006,198.63544,-172.68257,12.716565,-20.02539,-17.480925,-14.817841,-1.9778966,-9.892374,-19.753304,-8.371489,-10.495985,4.5660224,-681.21216,228.60272,-73.08535,34.738117,3.2008512,-1.926383,-0.94725269,10.604848,5.5939794,-0.67246109,-5.0271716,-8.5891466,-6.4293766,0.38251624,0.16837634,0.1519018,0.21164763,0.11859682,0.01355537,0.82304525,0.20576131,10.493827,2.1604939,15.226337,22.633745,0.0,1.5432099,0.0,25.205761,0.30864197,3.909465,0.0,0.0,0.0,0.10288066,0.0,0.0,0.0,4.526749,0.0,0.0,10.493827,2.366255
deam_46,25.101062774658203,3.117448806762696,0.0196137633174657,0.0441178828477859,0.0375384502112865,4.48423433303833,0.5334141850471497,2.290210485458374,0.6817327737808228,0.6880516409873962,-82.786736,122.82612,-107.287964,23.785913,-51.631695,-1.9241465,-54.43637,-4.915122,-18.993366,-3.8315609,-14.67586,0.16699997,-3.202521,-730.0983,156.31082,2.9444885,23.563776,15.582668,1.1375146,-16.925308,-6.683575,-5.110043,-8.819762,-6.928322,-5.556427,-2.2126172,0.30370107,0.46409392,0.12155239,0.04072533,0.06858484,0.03918489,9.886715,43.666325,6.591143,7.3120494,0.0,0.0,0.0,0.0,9.989701,0.0,1.853759,0.0,0.0,0.0,0.0,2.5746653,0.0,0.0,0.0,0.0,0.0,0.0,5.1493306,12.976313
deam_47,22.924043655395508,3.777914762496948,0.047494851052761,0.0346888490021228,0.068264789879322,3.907055616378784,0.4643404483795166,2.089512348175049,0.7753240466117859,0.7971765995025635,-13.841669,143.60493,-123.1109,44.794403,-33.29107,-3.1366596,-32.363804,12.40875,-27.757986,-3.7567804,-15.492539,-8.668198,-1.0090228,-654.4197,168.31996,-20.154408,49.730183,15.178928,-3.2581437,9.619025,1.8634951,5.2112675,0.87083507,-8.771374,0.66615975,-1.6074828,0.6424611,0.20420924,0.13120714,0.0400892,0.03629921,0.01246022,38.31102,0.0,15.962925,1.0298661,0.0,0.0,0.0,5.4582906,0.0,27.600412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.637487,0.0
